,text,senti,Sentiment_Score
2897, You are saying Right,neutral,0
2898, I dont disagree with youI wont spare him even otherwise,positive,1
2899, Congress spoke about winnability factor of the candidate How come in VATTIYOORKAVU Trivandrum this feeble candidate is posted to fight against CPM and BJP heavyweights All Congressmen are worried,negative,-1
2900, Trouble for BJP Leader Woman in the sexforjob case has reached the th ACMM court Her statement is being recorded,negative,-1
2901, You people dont have any reply than shifting the story but wont read Mansi soni and was guarded by BJP police for whom Useless to debate andhbhakt and fools,negative,-1
2902, What is your explanation to rise in the assets of family that too movable by  fold in  months of Your Belgravi candidate Satish Jarkiholi That too out of power When you criticize rise in assets of Ambani Adani,negative,-1
2903, Hidden Assets  What a confession,positive,1
2904, Sorry  lakh not ninety thousands citizens,negative,-1
2905, He is demonstrating working of Congress party Nehru family taking all strength of chamchas,positive,1
2906, Congress leader Rahul Gandhi cancels Silchar visit due to inclement weather ,negative,-1
2907, Ass sets,negative,-1
2908,Dear please be aware Because That gir you are touching can file a of mlstatn on you no matter how helpful and worried you are for her And you could be in a big trouble even after being a big political name of this country Please take care next time ,positive,1
2909, Dear Pls find attached my Psychiatric report which proves that I am in Depression If u will give me…,negative,-1
2910, You people should talk from year old story and your leader has gone every where and share his own photo with gun shows what he was doing with gun It is use less to convince andhbhakt and fools who seems to have got govt job by illegal means and need investigation,negative,-1
2911, Dear please be aware Because That gir you are touching can file a of mlstatn on you no matter how helpful and worried you are for her And you could be in a big trouble even after being a big political name of this country Please take care next time,positive,1
2912, We are in a paradigm where the institutions that are supposed to protect us do not protect us anymore And the institutions…,positive,1
2913,The only political dream left is to see giving the same treatment to once they are back in power using ED EC CBI NIA SC etc Hope itll happen soon  ,positive,1
2914,I grew up in an environment of public service with the idea that you cannot tolerate injustice It riles me up when I see injustice being done to someone ,negative,-1
2915, I grew up in an environment of public service with the idea that you cannot tolerate injustice It riles me up when I…,positive,1
2916, Mr We are fighting to elections now amp in Assam the incharge their is sending me the videos that BJP peopl…,negative,-1
2917, We are in a paradigm where the institutions that are supposed to protect us do not protect us anymore And the institut…,positive,1
2918, LIVE Shri in conversation with Ambassador of Harvard Kennedy School ,neutral,0
2919, Adani Company has signed a pact with Maharashtra State Power Generation Co Ltd MAHAGENCO for development and operation of G…,neutral,0
2920, Stop privatization of psb psu ,negative,-1
2921, Watch LIVE ji in conversation with Ambassador Nicholas Burns from Harvard Kennedy School ,neutral,0
2922, congress is terrorist party Congress are killing with corona virus around the world Congress slave dog of British Congress is made for loot Dont trust them Congress are fake people congress party leader eating excreta Slave dog of British Congress have no respect ,negative,-1
2923,Shri in conversation with Ambassador We are no longer in a paradigm that we were before  We are in a different paradigm now ,negative,-1
2924, LIVE Shri in conversation with Ambassador of Harvard Kennedy School h…,neutral,0
2925, Looking forward to host and interview Indian leader on public service the pandemic politics the Quad an…,neutral,0
2926, My father’s assassination changed me I grew up in an environment where I was taught never to tolerate injustice Shri ,negative,-1
2927, isnt just any decision taken by in It is a clear Scam to benefit Corporate F…,positive,1
2928, I’m sorry guys but he is a national embarrassment He’s a result of India’s dynastic politics and nepotism He rants all days because of his inability to win elections due to sheer incompetence Lastly I hope not but he seems compromised to the Chinese and hence AntiQUAD,negative,-1
2929, Do watch the Live interaction of Mr with ambassador of Harvad Kennedy School ,neutral,0
2930, Government has stopped to take feedbacks and stopped having conversation with farmers against the black laws so they have no…,negative,-1
2931, LIVE Shri in conversation with Ambassador of Harvard Kennedy School htt…,neutral,0
2932, Government has stopped to take feedbacks and stopped having conversation with farmers against the black laws so they have no opt…,negative,-1
2933, Sir ji for you ,neutral,0
2934, Shri will be in conversation with Ambassador today pm  ,neutral,0
2935, This is bound to happens because Maharashtra CM Uddhav Thackeray is not directly elected by people Thats why ,neutral,0
2936,  internationally hits the shining image of men…,neutral,0
2937, We are no longer in a paradigm that we were before  We are in a different paradigm now Shri ji in conv…,negative,-1
2938, Wonderful LIVE Shri in conversation with Ambassador of Harvard Kennedy School ,positive,1
2939, We want to make education aessible to every household in Chhattisgarh You should appoint selected candidates immedi…,positive,1
2940,Whats the students learn from you  ,neutral,0
2941, You dont drink tea amp same day dont you have dinner too Come on man Kindly grow up than being a troll,positive,1
2942, Every year thousands of candidates get employment in PSBs by competing in tough competitive exams so as to secure their f…,positive,1
2943, Let this Good Friday be a reminder of the power of compassion love and empathy ,positive,1
2944, This Raul Ghandy is fake he did nothing to India probe me wrong,negative,-1
2945, CP should highlight Agitating farmers in North India And the complete central cabinet in South India fearing the farmers Black laws to be withdrawn,negative,-1
2946, Mr in conversation with Mr Nicholas Burn We are no longer in a paradigm that we were before  We ar…,negative,-1
2947, Shameful BJP Govt and Shameful Godi media,negative,-1
2948, Come on Why this desperation Real people lost money question is if they would get back all of their money from coorporative bank The answer is NO as it was coorporative bankmeans all were somehow part of it so all were in for high profit but ended up making a loss,negative,-1
2949, When we were in govt we had a feedback system which enabled effective governance That feedback system is not there now The…,positive,1
2950, I grew up in an environment of public service with the idea that you cannot tolerate injustice It riles me up when I see i…,positive,1
2951, Telling them how to looted india decades,neutral,0
2952, Think as not only peasant but also parents  candidate ke peeche average  logo ki ummede hai jo lagatar toot rahi ha…,neutral,0
2953, Watch LIVE in conversation with Ambassador Nicholas Burns from Harvard Kennedy School ,neutral,0
2954,When we were in govt we had a feedback system which enabled effective governance That feedback system is not there now The current regimes style of governance is centralised its the idea that believes that centralised power understands everything ,positive,1
2955, Shri will be in conversation with Ambassador today pm Watch him live on our social media…,neutral,0
2956, You have brought shame to our Electoral system blot to our Democracy Humiliated th…,negative,-1
2957, There is a wholesale capture of institutional framework in the country Sh to Ambassador Burns ,neutral,0
2958, with you Ji,neutral,0
2959, LIVE Shri ji interaction with Ambassador Nicholas Burns from Harvard Kennedy School ,neutral,0
2960, Arrressstttt ,neutral,0
2961, We in a country like India if we want to educate our people it has to be done by the public sector And the same with…,positive,1
2962, This how an actual leader should be Less showbazi more emotions and actions Kudos to Unlike The current one who behaves like a movie star always busy promoting himself Even worse is he keeps Busy waving in the air without an aidience,positive,1
2963, LIVE Shri interaction with Ambassador Nicholas Burns from Harvard Kennedy School ,neutral,0
2964, Shri will be in conversation with Ambassador today pm Watch him live on our social media platf…,neutral,0
2965,In the third phase of polling in Assam the fate of candidates on the  seats would be sealed ,neutral,0
2966, Citizens line the streets of Areekode Eranad Malappuram to shower their love respect amp support upon Shri ,positive,1
2967, Congratulations bhai My best wishes for your new assignment,positive,1
2968, Every year thousands of candidates get employment in PSBs by competing in tough competitive exams so as to secure thei…,positive,1
2969, They have limited memory that they are part of their government at Maharashtra and friends with left at Kerala They think indian public are fools and will get swayed by dances and jingoism ,negative,-1
2970, May God bless yoy and shower his blessings on you Rahul ji,positive,1
2971, Calling names to society and parents as idiot do you think you can learn a word ,negative,-1
2972, Amazing response from the people of Koodaranji Thiruvambadi Kozhikode during Shri corner meeting Kerala…,positive,1
2973, E V M Hatao Desh Bachao,neutral,0
2974, LIVE Shri ji in conversation with Ambassador of Harvard Kennedy School ,neutral,0
2975, Raids on opposition Rides for EVM,neutral,0
2976, Interaction of fokatpanti,neutral,0
2977, Special thanks to to participate in Door to Door campaign on supporting our mass leader in…,positive,1
2978, The Chinese are in our territory they are in our land They ve seen India that is acting tactically and is unable to see…,neutral,0
2979, Surjewala writing lines R u serious,negative,-1
2980, The streets of Kerala these days are full of love amp affection wherever Ji is campaigning ,positive,1
2981, Soyoure saying Since there is no founder and hence Hinduism is not a religion or Dharma at all correct me if Im misunderstood,negative,-1
2982, Nice sir,positive,1
2983, This evening at  PM join in conversation with Ambassador from Harvard Kennedy School…,positive,1
2984, I dont see an Indian or USA strategy to tackle the fact that China has become the manufacturing centre Shri ,neutral,0
2985, We are live in the virtual JFK Jr Forum for a conversation with moderated by Join the conve…,positive,1
2986, My father’s assassination changed me I grew up in an environment where I was taught never to tolerate injustice ,negative,-1
2987, Nothing can replace the teacher and teachers work respected sir We all selected teachers are requested youplz…,positive,1
2988, Shri will be in conversation with Ambassador today pm Watch him live on our social m…,neutral,0
2989, Shri is welcomed with deep love amp affection as he campaigns for Smt PK Jayalakshmi candidate from Mananth…,positive,1
2990, My father’s assassination changed me I grew up in an environment where I was taught never to tolerate injustice Shri…,negative,-1
2991, Mr is killing it in his talks with Ambassador Nicholas Burns from Harvard Kennedy School Listen in It…,negative,-1
2992, Shri will be in conversation with Ambassador today pm Watch him live on our social medi…,neutral,0
2993, Rahul son of Bar dancer definitely needs DNA test,positive,1
2994,Pakistan government shields most wanted terrorist Hafiz Syed shield most wanted mafia criminal Mukhtar Ansari,negative,-1
2995,Government has stopped to take feedbacks and stopped having conversation with farmers against the black laws so they have no option to come on streets Same followed with GST also Shri ,negative,-1
2996, Kindly intervene and resolve this issue ,positive,1
2997, Why there is injustice with RRBs in imple…,negative,-1
2998, VERIFIED The vehicle caught carrying EVM belongs to the candidate Mr Krishnendu Paul is verified from his…,neutral,0
2999, Feedback is an imp thing Govt has stopped taking taking it The model which govt uses we have seen during activist Ga…,negative,-1
3000, HELLO RESPECTED FRIENDS AND RESPECTED FAMILY I AM ALONE AND NEW IN AFFILIATE MARKETING NO ANY ONE CAN LIKE ME OR SUBSCRIBE MY BLOG I AM REQUEST TO MY ALL FRIENDS AND FAMILY PLEASE LIKE AND SHARE MY UNDER MENTIONED BLOG ,positive,1
3001,My father’s assassination changed me I grew up in an environment where I was taught never to tolerate injustice Shri ,negative,-1
3002, WHO IS RESPONSIBLE FOR THIS ,positive,1
3003, It is far better to have a govt that is quick on its feet and willing to make changes rather than one mired in policy par…,positive,1
3004, BJP has Financial domination as well as MEDIA Today in Assam what happened of no national media is show…,negative,-1
3005, WE WANT JUSTICE ,positive,1
3006,This is bound to happens because Maharashtra CM Uddhav Thackeray is not directly elected by people Thats why has responsibility towards n not for people of or wala Best CM ,positive,1
3007, Oh yeah the nation is well aware that Elections  is going to be a fight between the future of your o…,positive,1
3008, CANCEL CBSE AND STATE BOARDS ,negative,-1
3009,There is a wholesale capture of institutional framework in the country Shri to Ambassador Burns ,neutral,0
3010, Lockdown without warning Shri ,positive,1
3011, LIVE Shri addresses a public meeting in Kalpetta Kerala ,neutral,0
3012, Shri will be in conversation with Ambassador today pm Watch him live on our social…,neutral,0
3013, burrrrrrrrrrrnnnnnnn ,neutral,0
3014, Government has stopped to take feedbacks and stopped having conversation with farmers against the black laws so they have…,negative,-1
3015, will support any kind of protest in other states but will not allow parents and students to Protest in the sta…,negative,-1
3016, ji BJP has Financial domination as well as MEDIA Today in Assam what happened of no nat…,negative,-1
3017,Dear Professor is a total moron whose only credential in life is having been born into the GandhiNehru family Trust me all his talk is pure hyperbole and no substance We Indians have seen him in Politics for  years,positive,1
3018, Once upon a time there was EC judiciary in a democratic India who even didnt stepped back to act on In…,neutral,0
3019, Dear Your grandmother was Indira Nehru Your grandfather was Feroze Ghandy Your mother was Sonia Maino…,positive,1
3020, Shri will be among the people of Kerala tomorrow rd April  Watch him live on our social media platforms…,neutral,0
3021, please explain,positive,1
3022,My father’s assassination changed me I grew up in an environment where I was taught never to tolerate injustice ,negative,-1
3023, We hope for the best in  for India Probably Rahul Gandhi will be next PM aording to international trends Or geopolitics,positive,1
3024, Lol was that ‘kid’ ,positive,1
3025, Congratulations and best wishes,positive,1
3026, Please do something to release Kusha the elephant who is forcibly seperated from his mate and put to torturous taming in spite of he being harmlessly happily living in wild with his partner at Dubare Karnataka India I beg you to kindly help the jumbo free again,positive,1
3027, should people vote for people to inconvenience common man amp even hold up ambulance ,negative,-1
3028, Pappppu Comedy Show was supposed to be telecasted on st April,positive,1
3029, Raiding the opposition is BJP’s coping mechanism when facing electoral defeat Shri ,negative,-1
3030, Pappu bhai Why don’t u tell Maharashtra ampCG CM on how to handle Corona crisis These  states r literally ruling the Covid charts last year same type u use to talk to all types of experts and used to give gyan on how to handle Corona virus now is the time to show ur mettle,negative,-1
3031, Good to hear that sirI would also like to be a part of this familyto learn something new and change my way of life,positive,1
3032,So we can safely expect the next pricededuction in interest rates post May nd ,positive,1
3033, Kofee with karan show of started in  from there to   series of show every rapid fire round had t…,negative,-1
3034,LIVE Shri ji interaction with Ambassador Nicholas Burns from Harvard Kennedy School ,neutral,0
3035, There is an absolute dominance of institutional structures of country by Financial dominance Media Domin…,positive,1
3036, Theres a competition of pappus amongst amp both r suvvars of different stinking gutters of khangi amp DMK,negative,-1
3037, COINCIDENCE EVM are always found with BJP leaders in every election NOW EVM Every Vote To Modi ,neutral,0
3038, Mam your a hypocrite here students are protesting for their rights and you are just retweeting the tweets of this man who once told the farmers that he will fit tiles on the farm to prevent the farmers legs from getting touched by mud,negative,-1
3039, Sure You continue with your chutiyapa Youre likeYour modi only care about followers You will sell your soul just to get them lol And what I said was not even gyaan It was just a comment,positive,1
3040,We are in a paradigm where the institutions that are supposed to protect us do not protect us anymore And the institutions that are supposed to support a fair political fight dont do so anymore Shri ,positive,1
3041,There is a wholesale capture of institutional framework in the country Sh to Ambassador Burns ,neutral,0
3042, I am  year old and my younger son kamal kapoor did fraud with me he made duplicate documents of my own house and he throw me out of my own house My all documents are verified by the police still no one is helping me and my all documents are true ,negative,-1
3043,Wonderful LIVE Shri in conversation with Ambassador of Harvard Kennedy School ,positive,1
3044, Our MNREGA programme fired the rural economy which fired the urban economy Today we need to put money in the system and…,negative,-1
3045, Congress has govts alone allies only in  states These  states contribute more than  of new COVID cases in India…,negative,-1
3046, I Mvery strong willed can shear away a hand n leg fr any cause of Hindus push comes to shove Hindus per se are gulliable n buyable bedrock is zero with exceptions I look up to ppl like They are the torch bearers of Hindus,positive,1
3047, He just said that government should only focus on essential sectors and let private sector operate everywhere else ,neutral,0
3048, Do join in Shri live interaction interaction with Ambassador Nicholas Burns from Harvard Kennedy School to…,positive,1
3049, Well what does one expect wen channel belong  jumlabazi,positive,1
3050, Proud Andhbhakt I m U do something other than tweeting to mobilize the liberals and educated so that u guys can win more than  Bhakts sitting comfortably at  About thrice more than what u guys managed in  and  combined,positive,1
3051,We are no longer in a paradigm that we were before  We are in a different paradigm now Shri ji in conversation with Shri Nicholas Burn ,negative,-1
3052, You should have been using Hindi instead of English Be a swayam sevak Is that not cool,negative,-1
3053, Privitization of government body is big scam ,negative,-1
3054, U should main to rasthe main ja raha ta EVM leke lekin too all got mirchi then what me to do right sham on u man it looks like cant win election without EVM scam or hack ,positive,1
3055, Yeah tho koi shashish lagte hai Rajasthan main congress govt hai,positive,1
3056, Bjp se agle pm candidate  ,neutral,0
3057, Difference between Men and Women for becomes Rich are doing very and after a long year to become Rich but ,positive,1
3058, Sir we NACP EMPLOYEES workin…,neutral,0
3059, Congress govt raid in  at DMK Kalaignar TV ,neutral,0
3060, Hinduism is not a religionits a culture way of life Hinduism is there to help humanityto preach good practices to pass on sanskaars and good practices to new generationsto prepare this universe livable,positive,1
3061, I am in the thread already for last  yrs But who invited u Here ,neutral,0
3062, Performance based promotion and retirement can…,neutral,0
3063, We have a vibrant democracy Respect EC,positive,1
3064, Why nobody wants to listen to our supreme leader Modi,positive,1
3065, Sir good,positive,1
3066, Shri in conversation with Ambassador Nicholas Burns from Harvard Kennedy School this evening at pm IST…,neutral,0
3067, Modi has become the laughing stock in the world What a puzzle No one has come No one enters Not oupied But  soldiers of the country were martyred Internationally people are laughing at us The Prime Minister who makes the country a fool ,positive,1
3068, My Leader Shri Ji This is  ,neutral,0
3069, This cheap person don’t look hard work or and daily  rally  meeting…,negative,-1
3070, Checkmate,neutral,0
3071, Another Meme material ,neutral,0
3072, One day this man is seen exercising with Teenage Giπls and other day he picks one Economist and Professor where…,neutral,0
3073, There needs to be equal space for me to say what I want and for those on the Left to say what they want After that peo…,positive,1
3074, Sadly the only way ji will free Hindu temples of Govt control is if adds in manifesto ,positive,1
3075, The only politician in India who doesnt need security from common people Im talking about common folks Not criminals ,positive,1
3076, You are the biggest mrn that I have ever heard or seenand ppl give you the time of the day just bcuz of your last name ,neutral,0
3077, My leader rahul gandhi Raga the real hero,positive,1
3078, Indira Gandhi convicted by Allahabad High court for election malpractice  ,neutral,0
3079, Rahul Gandhi is also a star campaigner for though from other team,neutral,0
3080, Without commission,neutral,0
3081,  December  G N Rao Committee submits its report on the capital and development of the state Suggests splitting t…,neutral,0
3082,Lockdown without warning Shri ji ,positive,1
3083, interaction with Ambassador Nicholas Burns of Harvard Business School  ,neutral,0
3084, and Foreign Companies INVEST because we have DEMOGRAPHY they need our MARKETS Need to sell their Chaddis their Barbie Dolla Their Pizzas and Burgers WE SHALL RATE THEM not they US U still thing THEY RULE US and we have to BOW to them,neutral,0
3085, Where is this monster  hatemonger abused of Islam if you are true Muslim then you have to take stand against these monster now ,negative,-1
3086, Injustice with RRBs in implementation of th BPS Why this discrimination,negative,-1
3087, Great Rahulji God Bless you abundantly,positive,1
3088, Uffffff someone please tell EC officials that even Bollywood and Tollywood is fail in front of you guys EC…,negative,-1
3089, Quad will just drop Indian body bags,negative,-1
3090, ji ji Please dont let EVM disbanding amp bringing back ballot voting issue go as usual plea…,positive,1
3091, Aabe andphad gober aur cow urine jake phad ke aa ,neutral,0
3092,CongressAIUDF combo will win some and lose some via ,positive,1
3093, Shri We are fighting to elections now amp in Assam the incharge their is sending me the videos that BJP pe…,negative,-1
3094, This is why is a real life hero ,positive,1
3095, Raiding the opposition is BJP’s coping mechanism when facing electoral defeat Shri ji ,negative,-1
3096, improving,positive,1
3097, And Pappu is paying u  Rs per  or  tweets right for sounding like a lunatic so that people would call u bhaktHence all Modi supporters Bhakts U n the bar tender both are GANDAcome up with some better scriptRAGAhole,positive,1
3098,Shri We are fighting to elections now amp in Assam the incharge their is sending me the videos that BJP people running away with EVMs in car There is a wholesale capture of institutions in this country ,negative,-1
3099,Feedback is an imp thing Govt has stopped taking taking it The model which govt uses we have seen during activist Gauri Lankesh was shot people are being beaten farmers who are on protests from months and arent heard ,negative,-1
3100, Who are you Never heard about you I know dont know who you are,neutral,0
3101, ₹ rice bag people,neutral,0
3102, In Modi rule Democracy has been reduced to an orchestrated drama conceptualized enacted and performed by E…,neutral,0
3103, Biggest scammer ,neutral,0
3104, One day this man is seen exercising with Teenage Giπls and other day he picks one Economist and Professor where is speaks the same lines which Surjewala wrote for him ,neutral,0
3105, Foreign Universities are DESPERATE for INDIAN STUDENTS Most of Our Students pay HUGE AMOUNTS as FEES I am an ACADEMICIAN and No How Dozens of Foreign Agents SPREAD ACROSS INDIA even in Small Towns to WOO THEM and Indians dont go as REFUGEES begging for JOBS,positive,1
3106, Get well soon ,positive,1
3107, isnt just any decision taken by in It is a clear Scam to benefit Corporat…,positive,1
3108, Shri will be among the people of Kerala tomorrow rd April  Watch him live on our social media pla…,neutral,0
3109, Watching him in conversation after a long time Well he has improved a lot looks more confident and well prepared should arrange a live interview in Ravish Kumar and Karan Thapar Im sure he will outperform there and that would humiliate gtYou know who,positive,1
3110, Sh Rahul Gandhi Really r u seriousu r from the same party whose chief clamped emergency to deprive democratically elected govt Since when congress starting worrying abt Democracy Democracy is in danger since  onwards Before this was rule of democracy or dynasty,negative,-1
3111,J P Nadda Mocks Rahul Gandhi As Political Tourist Says Congress Has No Feelings For Land ,negative,-1
3112,LIVE Shri interaction with Ambassador Nicholas Burns from Harvard Kennedy School ,neutral,0
3113, ARE WE LIVING INA DEMOCRATIC COUNTRYWHY R OUR VOICES NOT BEING HEARD…,neutral,0
3114, Why r u there uninvited btwbetween  ppl,neutral,0
3115,We are fighting to elections now amp in Assam the incharge their is sending me the videos that BJP people running away with EVMs in car There is a wholesale capture of institutions in this country Shri ,negative,-1
3116,I dont see an Indian or USA strategy to tackle the fact that China has become the manufacturing centre Shri ,neutral,0
3117, The real danger to India isn’t that our PM doesn’t understand It’s the fact that nobody around him has the guts to tell…,negative,-1
3118, Not voting for You,neutral,0
3119, First lesson talkpolitely Second lesson Dont enter into any thread without invitation Third lesson When u see people dont aept ur view Please boriya bistar sambhalo aur chalte bano,positive,1
3120, I m not here to impose my pov on any one I am humble to the core but my way also not the highwayI am good listener n eqally good talkerOur Grp has hisfamily is a generations of study in vedas n Sanskrit but v hv never had a contrary opinion ,positive,1
3121,Raiding the opposition is BJP’s coping mechanism when facing electoral defeat Shri ji ,negative,-1
3122, Government has stopped to take feedback and stopped having conversation with farmers against the black laws so they have…,negative,-1
3123, Congratulations sir,positive,1
3124, Do join in to my conversation with Ambassador Nicholas Burns from Harvard Kennedy School this evening at pm IST S…,positive,1
3125,Watch LIVE ji in conversation with Ambassador Nicholas Burns from Harvard Kennedy School ,neutral,0
3126, Even during Bihar elections there were reports of EC vehicles carrying EVM breaking down in the end NDA won elections by…,positive,1
3127, The manufacturing battle has been won by China they are generation huge amount of money in defense in better roads in…,positive,1
3128, Income tax return extension for AY  How to Extend Due date of via Please Watch an…,positive,1
3129, Do join in Shri live interaction with Ambassador Nicholas Burns from Harvard Kennedy School today at pm…,positive,1
3130, Very nice Now go watch pogo,positive,1
3131, My father’s assassination changed me I grew up in an environment where I was taught never to tolerate injustice,negative,-1
3132, please do the needful We need Tamil Thaai Statue  ,positive,1
3133,The manufacturing battle has been won by China they are generation huge amount of money in defense in better roads in influence Shri ,positive,1
3134,When will this traitor be arrested Answer ,negative,-1
3135, Let me learn few things Who is the founder of Islam A Prophet Mohammad Q Who is the founder of Christianity A Jesus Christ Q Who is the founder of Hinduism Your answer please,positive,1
3136, I grew up in an environment of public service with the idea that you cannot tolerate injustice It riles me up when I s…,positive,1
3137, We in a country like India if we want to educate our people it has to be done by the public sector And the same with healthcare Shri ,positive,1
3138, How to completely destroy an economy and infect the maximum number of people really quickly ,negative,-1
3139,Mr in conversation with Mr Nicholas Burn We are no longer in a paradigm that we were before  We are in a different paradigm now ,negative,-1
3140, A handle created in Jan and with  followers and following no one I am blocking such people Their only aim is to dirty our TL and waste our time I am blocking,negative,-1
3141, st increase some followers thn give gyan till thn go and sleep,positive,1
3142, Not interested Delete your aount,negative,-1
3143, Shri will be in conversation with Ambassador today Pm Watch Him Live on Our Social…,neutral,0
3144, I do nothing in front of all that u do sir,neutral,0
3145,We in a country like India if we want to educate our people it has to be done by the public sector And the same with healthcare Shri ,positive,1
3146, Breaking Rahul Gandhi reacts on EVMs found being transported in a BJP leader’s car in Assam,neutral,0
3147, I support students demand for online examination,positive,1
3148,Watch LIVE in conversation with Ambassador Nicholas Burns from Harvard Kennedy School ,neutral,0
3149, Agree Sir,positive,1
3150, Not only Pulicat Estuary but also Kanyakumari Tuthukudi ports Its a Preamble for Chinese silk route ,neutral,0
3151,One needs to step back and ask what is china doing and why they are oupying space that doesnt belong We need some serious introspection Shri ,negative,-1
3152, Patheticshameful Why Injustice with RRBians More than  days delayed in th BPS settlement for regi…,negative,-1
3153, Speaking with Ramettan was informative and evoked memories of my grandmother Indira ji Ramettan is testimony to what my…,neutral,0
3154, By all these chutiyapa not a single vote will add in cong kitty,neutral,0
3155, said when we were in government Not when we were in power Not when we were ruling Whats not to love in this guy    ,negative,-1
3156, Assam me jeet rahen h Congressi,neutral,0
3157,Lockdown without warning Shri ,positive,1
3158, Its difficult to listen to one of them talking God bless Nicholas,positive,1
3159, One day the world will say you were correct and people in india will behind you Country dont like hatred n superstition politics of BJP,positive,1
3160, BJPs attempt to foil our democratic processes does not come as a surprise but EC must give an immediate cla…,positive,1
3161, Stealing EVMs and tampering EVMs is the most heinous instance of sedition BJP amp EC shud be tried for trying to subvert democracy,negative,-1
3162,Congressi chhe Take action ,neutral,0
3163, EC Destroyed Our Clean Election Process amp Turned into BJP Ki Election Commission,negative,-1
3164, In honesty he is no match for Modi ji and in Culture alsoRemember his entrance in UN with all respect to chair and others,positive,1
3165,India National Congress party Delhi ji ,positive,1
3166, Agree,positive,1
3167, Dear LIAR Candidates In you have Worlds best Star Campaigner Please invite him to your const…,positive,1
3168, Education is as important as food Peasant vs teacher dont even think to compare ,positive,1
3169,The Chinese are in our territory they are in our land They ve seen India that is acting tactically and is unable to see the larger picture The Chinese can sense there is weakness in India Shri ,negative,-1
3170, Nice sister,positive,1
3171, Th…,neutral,0
3172, This is Kerala marching for change  corner meeting in Nilambur happening right now ,neutral,0
3173, Sad in a democracy we need strong oposition but they arent doing enough amp want  c…,positive,1
3174, When you came in Bengal,neutral,0
3175, requested you to furnish evidence  hours ago But you arent bothered to come with evidence to support your claim that dynasties have several palaces across the world Now let me ask you Dont you have shame to spread falsehood Are you born for one father,positive,1
3176, Agreed not here to impose Nice but then why r u here in this thread like uninvited guest ,positive,1
3177, They are timid,negative,-1
3178, All this reminds me of emergen…,neutral,0
3179,Hey Hidustanis You tried to brand as pappu But we found the real pappu  ,neutral,0
3180, Here hacks  ,neutral,0
3181, on the campaign trail in Kerala today ,neutral,0
3182, IT cell has sanghis Who Knows good English with British aent Because Sangh always has one of the finest queens loyalist,positive,1
3183, Shri will be in conversation with Ambassador today pm Watch him live on our social media plat…,neutral,0
3184, Surprisingly our opposition leaders are silent on EVM Nobody From to ,positive,1
3185, How did Mrinal da resisted to laugh when this guy replied ,positive,1
3186, Exactly bhakts like you dont have any sense of econony gdp inflation etc You just want to go after cows,positive,1
3187, is a party of…,positive,1
3188,Congratulations to all of you Without your outstanding work as MVA Govt this would have been not achieved Kudos ,negative,-1
3189,Rightly questioned Do you have the guts to answer ,negative,-1
3190,LIVE Shri in conversation with Ambassador of Harvard Kennedy School ,neutral,0
3191, LIVE in interaction with Ambassador Nicholas Burns from Harvard Kennedy School,neutral,0
3192, if you had done little interaction with people of India and your leaders the Congress would not have had a bad situation,negative,-1
3193, Hey Ravilal did you consult a Psychiatrist In a number of the reply tweets I have suggested that you ought to meet a Doctor as your Mental Health Faculties are gradually deteriorating Better late than never book an appointment with the said professional ,positive,1
3194, Injustice with RRBs in imp…,negative,-1
3195, I learn such things from seniors like u,positive,1
3196, Feminism is a psychological disorder  Abolish Alimony Maintenance amp all old British Laws  Implement Neut…,negative,-1
3197,He just said that government should only focus on essential sectors and let private sector operate everywhere else  ,neutral,0
3198, U R LION ,neutral,0
3199, we have our own Harvard professor no,negative,-1
3200, I would request you to kindly do needful and unemp…,positive,1
3201, Bjp govt is working with out any agendaonly for welfare of ADANI amp AMBANI brothers Such a waste govt ,negative,-1
3202,This is very like question its very difficult to get the relative numbers for journos like you ,positive,1
3203, How much more will this c…,neutral,0
3204, This is a serious matter and need to be resolved A…,positive,1
3205, LIVE My interaction with Ambassador Nicholas Burns from Harvard Kennedy School ,neutral,0
3206, VERIFIED The vehicle caught carrying EVM belongs to the candidate Mr Krishnendu Paul is verified from his election affidavit uploaded on website Vehicle number ASB Bolero ,positive,1
3207, If we all will just start taking precautions and follow the rules and wear a mask above the nose theres no need for the government to impose a lockdown ,negative,-1
3208, I was brought up with the idea that you cannot tolerate injustice Thats just something that Ive been trained from the b…,positive,1
3209, You are not following anybody amp nobody is following you so why did you choose to comment on my tweet ,neutral,0
3210, To be teacher online on twitter dhyan to do ji kya nai padha sakte online yes we can do it ,positive,1
3211, Jocking,neutral,0
3212, Government has stopped to take feedbacks and stopped having conversation with farmers against th…,negative,-1
3213, BJP will stoop to any level to disregard our democracy ,negative,-1
3214, So you are not Hindu anymore but using Hindu name to call them names ,neutral,0
3215, When will next your phone fall in hands of that kid It’s scheduled or at random,neutral,0
3216, Request to both the parties you guys r sitting in…,positive,1
3217,  December  G N Rao Committee submits its report on the capital and development of the state Suggests splitting…,neutral,0
3218, How can I teach u anything when u r not ready to learn sira man keeps learning the whole of his life so dont feel bad lets learn something new in life instead of fighting on something which is very private and personal ,negative,-1
3219, speak ,neutral,0
3220, no original thinking following Biden model doesnt suit India,negative,-1
3221, Long live Nicholas,neutral,0
3222, Best wishes,positive,1
3223,Focus on your future ,neutral,0
3224, “              ’ ” ji…,neutral,0
3225, Resp Didi ji You please take of your health family which was looking forward to ur ,positive,1
